SKU,Name,Character,Additional Characters,Faction,Series,Team,Line,Company,Type,Category,Price,Qty,Order Date,Ship Date,Vendor,Order #,notes,Item Total,0
,Transformers Legacy Evolution Maximal Leo Prime,Lio Convoy,,Maximal,BW2,,Legacy Evolution,Hasbro,first,Voyager,$33.99,1,9/30/2022,1/28/2023,Pulse,2694172,,$33.99,"$49,965.57"
,Transformers Legacy Evolution Breakdown,Breakdown,,Decepticon,G1,Stunticon,Legacy Evolution,Hasbro,first,Deluxe,$24.99,1,9/30/2022,2/2/2023,Pulse,2694172,,$24.99,"$49,990.56"
,Transformers Legacy Evolution Needlenose,Needlenose,,Decepticon,G1,Targetmaster,Legacy Evolution,Hasbro,first,Deluxe,$24.99,1,9/30/2022,2/2/2023,Pulse,2694172,,$24.99,"$50,015.55"
,Transformers Legacy Evolution Armada Universe Hot Shot,Hot Shot,,Autobot,Armada,,Legacy Evolution,Hasbro,first,Deluxe,$24.99,1,9/30/2022,2/2/2023,Pulse,2694172,,$24.99,"$50,040.54"
,Transformers Legacy Evolution Scraphook,Scraphook,,Junkion,LEVO,,Legacy Evolution,Hasbro,first,Deluxe,$24.99,1,9/30/2022,2/2/2023,Pulse,2694172,,$24.99,"$50,065.53"
,Transformers Legacy Velocitron Speedia 500 Collection Leader Victory Universe Galaxy Shuttle,Galaxy Shuttle,,Autobot,Victory,,Velocitron Speedia 500 Collection,Hasbro,first,Leader,$55.97,1,10/6/2022,12/19/2022,Walmart,2000102-52639545,,$55.97,"$50,121.50"
BT-02,BingoToys BT-02 Windgirl IDW Windblade,Windblade,,Autobot,IDW,,,BingoToys,third,3PMP,$84.99,1,10/7/2022,10/8/2022,ShowZ,22100709055069,,$84.99,"$50,206.49"
MH-03,MHZ Toys MH-03 Transport Officer Upgrade Kit for FT-44 Thomas,,,,,,,MHZ Toys,third,Upgrade,$34.99,1,10/7/2022,10/8/2022,ShowZ,22100709055069,,$34.99,"$50,241.48"
IF-EX56,IF-EX56 Tetsube | Iron Factory Iron Samurai,Ironhide,,Autobot,Samurai,,Iron Samurai,Iron Factory,third,Legends,$44.99,1,10/12/2022,2/3/2022,TFSource,524490,,$44.99,"$50,286.47"
IF-EX58,IF-EX58 Hometown Watcher | Iron Factory,Huffer,,Autobot,IDW,,,Iron Factory,third,Legends,$39.99,1,10/12/2022,11/18/2022,TFSource,506586,,$39.99,"$50,326.46"
MPG-04,Transformers Masterpiece MPG-04 Trainbot Skuiken,Skuiken,,Autobot,Headmasters,Trainbot,Masterpiece,Takara,first,MPG,$149.99,1,10/12/2022,7/24/2023,Pulse,2808034,,$149.99,"$50,476.45"
RMX-11EX,Tempo (Ocular Max Steeljaw),Steeljaw,,Autobot,G1,,,Mastermind Creations,third,3PMP,$85.00,1,10/22/2022,10/22/2022,ToyDojo,TFCON,,$85.00,"$50,561.45"
RMX-01C0,Jaguar Covert,Ravage,,Decepticon,G1,Cassettebot,,Mastermind Creations,third,3PMP,$60.00,1,10/22/2022,10/22/2022,ToyDojo,TFCON,,$60.00,"$50,621.45"
MB-06E/MB-11E,MB-06E/MB-11E God Delta,Delta Magnus,,Autobot,Diaclone,,Master Builder,Fans Hobby,third,3PMP,$335.00,1,10/22/2022,10/22/2022,TCP,TFCON,,$335.00,"$50,956.45"
,Classics Thrust,Thrust,,Decepticon,G1,Seeker,Classics,Hasbro,first,Deluxe,$20.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$20.00,"$50,976.45"
,Classics Dirge,Dirge,,Decepticon,G1,Seeker,Classics,Hasbro,first,Deluxe,$15.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$15.00,"$50,991.45"
,Classics Ramjet (JP Version),Ramjet,,Decepticon,G1,Seeker,Classics,Takara,first,Deluxe,$30.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$30.00,"$51,021.45"
,Classics Hot Rod (JP Version),Hot Rod,,Autobot,G1,,Classics,Takara,first,Deluxe,$30.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$30.00,"$51,051.45"
,Classics Scourge,Scourge,,Decepticon,G1,Sweep,Classics,Hasbro,first,Deluxe,$12.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$12.00,"$51,063.45"
,Classics Cyclonus (Universe),Cyclonus,,Decepticon,G1,,Classics,Hasbro,first,Deluxe,$20.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$20.00,"$51,083.45"
,Classics Tracks (JP Version),Tracks,,Autobot,G1,,Classics,Takara,first,Deluxe,$25.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$25.00,"$51,108.45"
,Generations Darkmout,Darkmount,,Decepticon,Marvel Comic,,Generations,Hasbro,first,Deluxe,$20.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$20.00,"$51,128.45"
,Generations Thunderwing,Thunderwing,,Decepticon,Marvel Comic,,Generations,Hasbro,first,Deluxe,$20.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$20.00,"$51,148.45"
,Classics Sunstreaker (Universe),Sunstreaker,,Autobot,G1,,Universe,Hasbro,first,Deluxe,$20.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$20.00,"$51,168.45"
,Classics Tankor (Universe Octane),Octane,,Decepticon,G1,,Universe,Hasbro,first,Deluxe,$20.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$20.00,"$51,188.45"
PE-11,PE-11 SFX SCOUTING FORCE X CAMERA SET,Reflector,,Decepticon,G1,,,Perfect Effect,third,Legends,$45.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$45.00,"$51,233.45"
TFX-04,Parallax TFX-04 Protector Upgrade Kit,,,,,,,FansProject,third,Upgrade,$45.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$45.00,"$51,278.45"
Y-01,Y-01 Provider,Octane,,Decepticon,G1,,,Unique Toys,third,3PMP,$85.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$85.00,"$51,363.45"
F-X1,Function-X1: Code,Chromedome,,Autobot,Headmasters,Headmaster,,FansProject,third,3PMP,$20.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$20.00,"$51,383.45"
F-X3,Function-X3: Smartrobin,Brainstorm,,Autobot,Headmasters,Headmaster,,FansProject,third,3PMP,$55.00,1,10/22/2022,10/22/2022,TFCON,TFCON,,$55.00,"$51,438.45"
FT-20,FT-20 Terminus Giganticus,Omega Supreme,,Autobot,G1,,,Fans Toys,third,3PMP,$800.00,1,10/23/2022,10/23/2022,TCP,TFCON,,$800.00,"$52,238.45"
R-42,Reformatted R-42 D-Zef General,Deathsarus,,Decepticon,IDW,,Reformatted,Mastermind Creations,third,3PMP,$160.00,1,10/23/2022,10/23/2022,TCP,TFCON,,$160.00,"$52,398.45"
U-01,Ocular Max Stellarus Prominon,Star Convoy,,Autobot,Battlestars,,,Mastermind Creations,third,3PMP,$120.00,1,10/23/2022,10/23/2022,TCP,TFCON,,$120.00,"$52,518.45"
LT-03,Purple Potato,Shockwave,,Decepticon,G1,,,Lemon Tree,third,3PMP,$140.00,1,10/23/2022,10/23/2022,TFCON,TFCON,,$140.00,"$52,658.45"
IF-EX52T,Twin-Edged Blade Norimune Tsuki,Drift,,Autobot,Samurai,,Iron Samurai,Iron Factory,third,Legends,$35.00,1,10/23/2022,10/23/2022,TFSource,TFCON,,$35.00,"$52,693.45"
PX-04G,Summanus Green Version,Snarl,,Autobot,FOC,,,Planet X,third,3PMP,$140.00,1,10/23/2022,10/23/2022,TFSource,TFCON,,$140.00,"$52,833.45"
,Decepticon Red Wing,Red Wing,,Decepticon,G1,Seeker,WFC GS,Hasbro,first,Voyager,$60.00,1,10/23/2022,10/23/2022,TFCON,TFCON,,$60.00,"$52,893.45"
F-X9,Function-X9: Positum,Optimus Prime,,Autobot,G1,,,FansProject,third,3PMP,$25.00,1,10/23/2022,10/23/2022,TFCON,TFCON,,$25.00,"$52,918.45"
F-X10,Function-X10: Browning,Highbrow,,Autobot,Headmasters,Headmaster,,FansProject,third,3PMP,$25.00,1,10/23/2022,10/23/2022,TFCON,TFCON,,$25.00,"$52,943.45"
OTS-12,Lorry,Hoist,,Autobot,G1,,Old Time Series,Bad Cube,third,3PMP,$50.00,1,10/23/2022,10/23/2022,TFCON,TFCON,,$50.00,"$52,993.45"
PS-14R,PS-14R Incursus Regenesis | Mastermind Creations Ocular Max Assaultus Regenesis Combiner,Onslaught,,Decepticon,G2,Combaticon,Regenesis,Mastermind Creations,third,3PMP,$169.99,1,10/24/2022,10/24/2022,TFSource,500993,,$169.99,"$53,163.44"
FT-49,FT-49 Phantasam,Mirage,,Autobot,G1,,,Fans Toys,third,3PMP,$159.99,1,10/25/2022,11/3/2022,TCP,CP206719,,$159.99,"$53,323.43"
PX-C02,PX-C02 Kadmos,Star Saber,,Autobot,IDW,Brainmaster,,Planet X,third,3PMP,$149.99,1,10/26/2022,11/19/2022,BBTS,26-10885202,,$149.99,"$53,473.42"
PX-04,PX-04 Summanus (Metallic Ver.),Snarl,,Autobot,FOC,Dinobots,,Planet X,third,3PMP,$109.99,1,10/26/2022,1/11/2023,BBTS,26-10885202,,$109.99,"$53,583.41"
,Transformers Generations Legacy Core Bomb-Burst,Bomb-Burst,,Decepticon,G1,Pretender,Legacy,Hasbro,first,Core,$11.99,1,10/27/2022,10/31/2022,Pulse,2834322,,$11.99,"$53,595.40"
,Transformers Generations Legacy Core Soundwave,Soundwave,,Decepticon,G1,,Legacy,Hasbro,first,Core,$11.99,1,10/27/2022,10/31/2022,Pulse,2834322,,$11.99,"$53,607.39"
,Transformers Legacy Velocitron Speedia 500 Collection Deluxe Decepticon Crasher,Crasher,,Decepticon,Gobots,Renegade,Velocitron Speedia 500 Collection,Hasbro,first,Deluxe,$24.99,1,10/27/2022,11/2/2022,Pulse,2834322,,$24.99,"$53,632.38"
,Transformers Legacy Velocitron Speedia 500 Collection Deluxe G2 Universe Shadowstrip,Shadowstrip,Dragstrip,Decepticon,G2,,Velocitron Speedia 500 Collection,Hasbro,first,Deluxe,$24.99,1,10/27/2022,11/2/2022,Pulse,2834322,,$24.99,"$53,657.37"
,Transformers Generations Legacy Deluxe Autobot Minerva,Minerva,,Autobot,Masterforce,Headmaster Juniors,Legacy,Hasbro,first,Deluxe,$24.99,1,10/27/2022,11/22/2022,Pulse,2834322,,$24.99,"$53,682.36"
,Transformers Generations HasLab Deathsaurus,Deathsarus,,Decepticon,Victory,Breastforce,Haslab,Hasbro,first,Haslab,$179.99,1,10/28/2022,12/6/2023,Pulse,2861817,,$179.99,"$53,862.35"
MPM-13,Transformers Movie Masterpiece Series MPM-13 Decepticon Blackout and Scorponok Action Figures,Blackout,Scorponok,Decepticon,TF2007,,MPM,Hasbro,first,MP,$111.03,1,10/29/2022,10/29/2022,Target,In Store 2302-1509-0171-1873,,$111.03,"$53,973.38"
,Transformers Generations Selects Deluxe Magnificus,Magnificus,,Decepticon,Diaclone,,,Hasbro,first,Deluxe,$24.99,1,11/1/2022,12/5/2022,Pulse,2875729,,$24.99,"$53,998.37"
,Transformers Generations Holiday Optimus Prime,Optimus Prime,,Autobot,Volvo,,Crossover,Hasbro,first,Leader,$59.99,2,11/1/2022,12/6/2022,Pulse,2875729,,$119.98,"$54,118.35"
DK-39,DNA Design DK-39 Upgrade Kits for Legacy Titan Cybertron Universe Metroplex w/ Bonus,,,,,,,DNA Design,third,Upgrade,$68.99,1,11/1/2022,4/3/2023,ShowZ,22110110252763,,$68.99,"$54,187.34"
FT-23,FT-23 Dracula | Fans Toys,Mindwipe,Vorath,Decepticon,G1,Headmaster,,Fans Toys,third,3PMP,$239.99,1,11/2/2022,11/3/2022,TFSource,502743,,$239.99,"$54,427.33"
RMX-03 & RMX-04,Ocular Max Perfection Series - RMX-03 & 04 Volture & Buzzard 2pack Premium Edition,Laserbeak,Buzzsaw,Decepticon,G1,Cassettebot,,Mastermind Creations,third,3PMP,$99.90,1,11/3/2022,11/4/2022,ActionRobo,6669,,$99.90,"$54,527.23"
IR-V01,IR-V01 Star Blade,Star Saber,,Autobot,Victory,Brainmaster,,IronTrans,third,3PMP,$149.99,1,11/3/2022,11/7/2022,BBTS,31-10955533,,$149.99,"$54,677.22"
CT-05,Cang-Toys CT-Chiyou-05 Thorgorilla & CT-08 Rusirius Set of 2,Nemesis Primal,,Decepticon,G1,Predacon,,Cang Toys,third,3PMP,$172.99,1,11/7/2022,11/24/2022,ShowZ,22110708212965,,$172.99,"$54,850.21"
,TRA GEN DELX TRA GEN STUDIO DLX AST,,,,,,,Hasbro,first,Deluxe,$24.99,1,11/9/2022,11/9/2022,Target,In Store 2313-1509-0174-4028,Xmas Gifts?,$24.99,"$54,875.20"
,TRA GEN VOYA GEN STANDARD SR VOY,,,,,,,Hasbro,first,Voyager,$33.99,1,11/9/2022,11/9/2022,Target,In Store 2313-1278-0173-4107,Xmas Gifts?,$33.99,"$54,909.19"
,TRA ULTIMATE TRA CYBRVRS ULTIM AST,Volcanicus,,,,,,Hasbro,first,Ultimate,$23.99,1,11/9/2022,11/9/2022,Target,In Store 2313-1278-0173-4107,Xmas Gifts?,$23.99,"$54,933.18"
,TRANSFORMERS TRA GEN LEG EV LDR AST,,,,,,,Hasbro,first,Leader,$39.99,1,11/9/2022,11/9/2022,Target,In Store 2313-1278-0173-4107,Xmas Gifts?,$39.99,"$54,973.17"
,Transformers Studio Series 86-17 Voyager Class The Transformers: The Movie Ironhide,Ironhide,,Autobot,G1,,Studio Series,Hasbro,first,Voyager,$33.99,1,11/11/2022,11/11/2022,Target,In Store,,$33.99,"$55,007.16"
,Transformers Studio Series 86 Core Class Rumble,Rumble,,Decepticon,G1,Cassettebot,,Hasbro,first,Core,$11.99,1,11/11/2022,11/17/2022,Pulse,2905846,,$11.99,"$55,019.15"
PX-01,PX-01 Project Genesis (Metallic Ver.) (Standard Grade),Omega Supreme,,Autobot,FOC,,,Planet X,third,3PMP,$249.99,1,11/12/2022,11/19/2022,BBTS,24-11020776,,$249.99,"$55,269.14"
FT-29 ACC,FansToys Blade & Faceplate Accessories Set for FT-29 Quietus Cyclonus,,,,,,,Fans Toys,third,Upgrade,$17.99,1,11/15/2022,12/12/2022,ShowZ,22111501263254,,$17.99,"$55,287.13"
FT-53,FT-53 Parkour | Fans Toys,Cliffjumper,,Autobot,G1,,,Fans Toys,third,3PMP,$109.99,1,11/16/2022,3/16/2023,TFSource,531475,,$109.99,"$55,397.12"
FT-55B,FT-55B-Cassettes Set of 3 | Fans Toys,Steeljaw,"Eject, Ramhorn",Autobot,G1,Cassettebot,,Fans Toys,third,3PMP,$109.99,1,11/16/2022,6/22/2023,TFSource,546139,,$109.99,"$55,507.11"
FT-55,FT-55 Recorder | Fans Toys,Blaster,,Autobot,G1,,,Fans Toys,third,3PMP,$199.99,1,11/16/2022,6/22/2023,TFSource,546139,,$199.99,"$55,707.10"
FT-54,FT-54 Warthog | Fans Toys,Powerglide,,Autobot,G1,,,Fans Toys,third,3PMP,$129.99,1,11/16/2022,7/27/2023,TFSource,550661,,$129.99,"$55,837.09"
,Transformers MDLX Rodimus Prime By Threezero,Rodimus Prime,,Autobot,G1,,MDLX,ThreeZero,second,Figure,$80.00,1,11/16/2022,10/26/2023,Pulse,2914974,,$80.00,"$55,917.09"
MX-35,MX-35 Caravaggio | X-Transbots,Hauler,,Autobot,G1,,,X-Transbots,third,3PMP,$119.99,1,11/18/2022,11/18/2022,TFSource,506586,,$119.99,"$56,037.08"
CANG-CT06,Cang-Toys CT-Chiyou-06 Hugerhino Headstrong,Headstrong,,Decepticon,G1,Predacon,,Cang Toys,third,3PMP,$135.99,1,11/29/2022,1/11/2023,ShowZ,22112906433859,,$135.99,"$56,173.07"
IF-EX59,IF-EX59 The Collector ,Pipes,,Autobot,IDW,,,Iron Factory,third,3PMP,$29.99,1,12/3/2022,3/16/2023,TFSource,531475,,$29.99,"$56,203.06"
ST-01,ST-01 Blitz | Star Toy ,Blitzwing,,Decepticon,G1,,,Star Toy,third,3PMP,$113.99,1,12/15/2022,4/30/2023,ShowZ,SM-A23-0000-037,,$113.99,"$56,317.05"
BWM-08,TransArt BWM-08 TransMetal Blackwidow,Blackarachnia,,Predacon,BW,Transmetal,,TransArt,third,3PMP,$77.99,1,1/2/2023,3/13/2023,ShowZ,23010207073631,,$77.99,"$56,395.04"
R-48P,R-48P Optus Prominon | Mastermind Creations Reformatted,Optimus Prime,,Autobot,IDW,,Reformatted,Mastermind Creations,third,3PMP,$114.99,1,1/5/2023,1/5/2023,TFSource,520063,,$114.99,"$56,510.03"
MX-7,Master X MX-7 Tirador,Artfire,Nightstick,Autobot,Headmasters,Targetmaster,,X-Transbots,third,3PMP,$119.99,1,1/5/2023,1/11/2023,BBTS,36-11406699,,$119.99,"$56,630.02"
PX-11,PX-11 Apocalypse Box Set,Trypticon,,Decepticon,FOC,,,Planet X,third,3PMP,$299.99,1,1/5/2023,1/11/2023,BBTS,36-11406699,,$299.99,"$56,930.01"
PS-21,PS-21 Medicus | Mastermind Creations Ocular Max Perfection Series | Maximus Pro Combiner,First Aid,,Autobot,G1,Protectobots,,Mastermind Creations,third,3PMP,$109.99,1,1/10/2023,1/10/2023,TFSource,520753,,$109.99,"$57,040.00"
PS-25,PS-25 Navigant | Mastermind Creations Ocular Max Perfection Series,Streetwise,,Autobot,G1,Protectobots,,Mastermind Creations,third,3PMP,$104.99,1,1/10/2023,1/10/2023,TFSource,520753,,$104.99,"$57,144.99"
DK-41,DK-41 Upgrade Kit for Transformers Generations Victory Saber ,,,,,,,DNA Design,third,Upgrade,$23.99,1,1/10/2023,8/17/2023,TFSource,554002,,$23.99,"$57,168.98"
MPG-05,Transformers Masterpiece MPG-05 Trainbot Seizan,Seizan,,Autobot,Headmasters,Trainbot,Masterpiece,Takara,first,MPG,$154.99,1,1/12/2023,10/30/2023,Pulse,3015141,,$154.99,"$57,323.97"
IF-EX-27G,IF-EX-27G Wing Guard Set of 3 ,Starscream,"Thundercracker, Skywarp",Decepticon,G1,Seeker,,Iron Factory,third,Legends,$59.99,1,1/18/2023,6/22/2023,TFSource,546139,,$59.99,"$57,383.96"
MTRM-14,MTRM-14 Grandmein ,Highbrow,,Autobot,Headmasters,Headmaster,,MakeToys,third,3PMP,$139.99,0,1/18/2023,,TFSource,,,$0.00,"$57,383.96"
PX-08,PX-08 Asclepius (Metallic Ver.),Perceptor,,Autobot,FOC,,,Planet X,third,3PMP,$65.99,1,1/19/2023,1/28/2023,ShowZ,23012006092659,,$65.99,"$57,449.95"
PX-08B,PX-08B Mithridates Limited Edition Figure,Magnificus,,Decepticon,FOC,,,Planet X,third,3PMP,$75.99,1,1/19/2023,1/28/2023,ShowZ,23012006092659,,$75.99,"$57,525.94"
PX-C03,PX-C03 Ptereleons Nemeios,Victory Leo,,Autobot,IDW,,,Planet X,third,3PMP,$144.99,1,1/19/2023,1/28/2023,ShowZ,23012006092659,,$144.99,"$57,670.93"
BWM-07,TransArt BWM-07 TransMetal Rattrap,Rattrap,,Maximal,BW,Transmetal,,TransArt,third,3PMP,$74.99,1,1/19/2023,1/28/2023,ShowZ,23012006092659,,$74.99,"$57,745.92"
BWM-09,TransArt BWM-09 TransMetal Cheetor,Cheetor,,Maximal,BW,Transmetal,,TransArt,third,3PMP,$77.99,1,1/19/2023,6/25/2023,ShowZ,23012001002265,,$77.99,"$57,823.91"
BWM-11,TransArt BWM-11 TransMetal Tarantula,Tarantulas,,Predacon,BW,Transmetal,,TransArt,third,3PMP,$78.99,1,1/19/2023,9/26/2023,ShowZ,23012000594865,,$78.99,"$57,902.90"
BWM-10,TransArt BWM-10 TransMetal Dinobot II,Dinobot II,,Predacon,BW,Transmetal,,TransArt,third,3PMP,$117.99,1,1/19/2023,7/2/2024,ShowZ,23012000585380,,$117.99,"$58,020.89"
H45EX,H45EX Firefox | Newage the Legendary Heroes,Jetfire,,Autobot,G1,,,NewAge,third,Legends,$159.99,1,2/1/2023,2/3/2023,TFSource,524490,,$159.99,"$58,180.88"
MB-18,MB-18 Energy Commander | Fans Hobby,Optimus Prime,,Autobot,Energon,,,Fans Hobby,third,3PMP,$259.99,1,2/1/2023,2/3/2023,TFSource,524490,,$259.99,"$58,440.87"
ZB-06,ZB-06 Superitron Combiner Set of 5 Figures | Zeta Toys,Superion,"Silverbolt, Slingshot, Air Raid, Fireflight, Skydive",Autobot,G1,Aerialbots,,Zeta Toys,third,3PMP,$429.99,1,2/2/2023,2/3/2023,TFSource,524490,,$429.99,"$58,870.86"
,Transformers Legacy Evolution Animated Universe Prowl,Prowl,,Autobot,Animated,,Legacy Evolution,Hasbro,first,Deluxe,$24.99,1,2/2/2023,3/22/2023,Pulse,3043908,,$24.99,"$58,895.85"
,Transformers Legacy Evolution Prime Universe Skyquake,Skyquake,,Decepticon,Prime,,Legacy Evolution,Hasbro,first,Leader,$54.99,1,2/2/2023,3/22/2023,Pulse,3055052,,$54.99,"$58,950.84"
,Transformers Legacy Evolution Shrapnel,Shrapnel,,Decepticon,G1,,Legacy Evolution,Hasbro,first,Deluxe,$24.99,1,2/2/2023,3/23/2023,Pulse,3043908,,$24.99,"$58,975.83"
,Transformers Legacy Evolution Crosscut,Crosscut,,Autobot,Diaclone,,Legacy Evolution,Hasbro,first,Deluxe,$24.99,1,2/2/2023,3/23/2023,Pulse,3043908,,$24.99,"$59,000.82"
,Transformers Legacy Evolution Grimlock,Grimlock,,Autobot,G1,Dinobots,Legacy Evolution,Hasbro,first,Core,$11.99,1,2/2/2023,4/11/2023,Pulse,3043908,,$11.99,"$59,012.81"
,Transformers Legacy Evolution Thundercracker,Thundercracker,,Decepticon,G1,Seeker,Legacy Evolution,Hasbro,first,Core,$11.99,1,2/2/2023,4/11/2023,Pulse,3043908,,$11.99,"$59,024.80"
,Transformers Legacy Evolution Nemesis Prime,Nemesis Prime,,Decepticon,G1,,Legacy Evolution,Hasbro,first,Core,$11.99,1,2/2/2023,4/11/2023,Pulse,3043908,,$11.99,"$59,036.79"
FT-61,FansToys FT-61 Inquisitor,Scourge,,Decepticon,G1,,,Fans Toys,third,3PMP,$189.99,1,2/13/2023,3/8/2024,ShowZ,23021310362369,,$189.99,"$59,226.78"
FM-02,Fantastic Model FM-02 Margh,Ultra Magnus,,Autobot,G1,,,Fans Toys,third,3PMP,$229.00,1,2/13/2023,12/26/2024,ShowZ,23021310353782,,$229.00,"$59,455.78"
,Transformers Studio Series Core Class Ironhide,Ironhide,,Autobot,G1,,Studio Series,Hasbro,first,Core,$11.99,1,2/21/2023,5/3/2023,Pulse,3077035,,$11.99,"$59,467.77"
,Transformers Studio Series Leader 86-19 Dinobot Snarl,Snarl,,Autobot,G1,Dinobots,Studio Series,Hasbro,first,Leader,$54.99,1,2/21/2023,7/11/2023,Pulse,3077035,,$54.99,"$59,522.76"
MB-23,MB-23 Destroyer ,Dreadwing,,Decepticon,G1,Powermaster,Master Builder,Fans Hobby,third,3PMP,$129.99,1,2/24/2023,10/23/2023,TFSource,562867,,$129.99,"$59,652.75"
,Transformers Generations Selects Titan Class Guardian Robot & Lunar-Tread,Omega Sentinel,Lunar-Tread,Autobot,G1,,Generations Selects,Hasbro,first,Titan,$199.99,1,2/28/2023,3/21/2023,Pulse,3085572,,$199.99,"$59,852.74"
TH-01,Trojan Horse TH-01 Hurricane Waspinator,Waspinator,,Predacon,BW,,,Trojan Horse,third,3PMP,$83.99,1,2/28/2023,4/7/2023,ShowZ,23022807361457,,$83.99,"$59,936.73"
,Transformers Studio Series Voyager 03 Gamer Edition Optimus Prime ,Optimus Prime,,Autobot,WFC,,Gamer Edition,Hasbro,first,Voyager,$35.99,1,3/7/2023,5/4/2023,Pulse,3110480,,$35.99,"$59,972.72"
,Transformers Studio Series Deluxe 02 Gamer Edition Barricade ,Barricade,,Decepticon,WFC,,Gamer Edition,Hasbro,first,Deluxe,$24.99,1,3/7/2023,5/8/2023,Pulse,3110480,,$24.99,"$59,997.71"
,Transformers Studio Series Deluxe 01 Gamer Edition Bumblebee ,Bumblebee,,Autobot,WFC,,Gamer Edition,Hasbro,first,Deluxe,$24.99,1,3/7/2023,5/12/2023,Pulse,3110480,,$24.99,"$60,022.70"
R-51,R-51 Proditor Nimbus ,Doubledealer,,Mercenary,IDW,Powermaster,Reformatted,Mastermind Creations,third,3PMP,$194.99,1,3/7/2023,11/8/2023,TFSource,565294,,$194.99,"$60,217.69"
,Transformers Legacy Evolution Metalhawk,Metalhawk,,Autobot,G1,Pretender,Legacy Evolution,Hasbro,first,Voyager,$34.99,1,3/8/2023,3/8/2023,Walmart,In Store,,$34.99,"$60,252.68"
,Transformers Legacy Evolution Twincast and Autobot Rewind,Twincast,Rewind,Autobot,Headmasters,,Legacy Evolution,Hasbro,first,Voyager,$34.99,1,3/8/2023,3/8/2023,Walmart,In Store,,$34.99,"$60,287.67"
,Transformers Retro The Transformers: The Movie Starscream,Starscream,,Decepticon,G1,Seeker,Retro,Hasbro,first,G1,$33.99,1,3/8/2023,3/8/2023,Walmart,In Store,,$33.99,"$60,321.66"
MB-13B,Fans Hobby MasterBuilder MB-13B BOSSMAN,Boss,,Autobot,G1,Turbomaster,Master Builder,Fans Hobby,third,3PMP,$89.99,1,3/14/2023,3/14/2023,TCP,CP220699,,$89.99,"$60,411.65"
H9Z,H9Z Agamenmnon and H27Z David Damaged Version Set of 2 | Newage the Legendary Heroes,Optimus Prime,,Autobot,G1,,,NewAge,third,Legends,$70.00,1,3/16/2023,3/16/2023,TFSource,531475,,$70.00,"$60,481.64"
H27Z,H9Z Agamenmnon and H27Z David Damaged Version Set of 2 | Newage the Legendary Heroes,Megatron,,Decepticon,G1,,,NewAge,third,Legends,$70.00,1,3/16/2023,3/16/2023,TFSource,531475,,$70.00,"$60,551.64"
,Transformers Retro The Transformers: The Movie Autobot Hound,Hound,,Autobot,G1,,Retro,Hasbro,first,G1,$34.99,1,3/16/2023,4/17/2023,Pulse,3163824,,$34.99,"$60,586.63"
,Transformers Retro The Transformers: The Movie Thundercracker,Thundercracker,,Decepticon,G1,Seeker,Retro,Hasbro,first,G1,$34.99,1,3/16/2023,4/17/2023,Pulse,3163824,,$34.99,"$60,621.62"
IF-EX64,IF-EX64 Resolute Defender ,Brawn,,Autobot,IDW,,,Iron Factory,third,Legends,$39.99,1,3/16/2023,6/22/2023,TFSource,546139,,$39.99,"$60,661.61"
,Transformers Legacy: Evolution G2 Universe Autobot Jazz,Jazz,,Autobot,G2,,Legacy Evolution Toxitron Collection,Hasbro,first,Deluxe,$24.99,1,3/16/2023,7/24/2023,Pulse,3163824,,$24.99,"$60,686.60"
,Transformers Legacy: Evolution G2 Universe Toxitron,Toxitron,,Decepticon,G2,,Legacy Evolution Toxitron Collection,Hasbro,first,Leader,$54.99,1,3/16/2023,7/24/2023,Pulse,3163824,,$54.99,"$60,741.59"
,Transformers Legacy: Evolution G2 Universe Cloudcover,Cloudcover,,Decepticon,G2,,Legacy Evolution Toxitron Collection,Hasbro,first,Deluxe,$34.99,1,3/16/2023,7/25/2023,Pulse,3163824,,$34.99,"$60,776.58"
,Agora Optimus Prime + Display Base 12 Months - 1 of 12,Optimus Prime,,Autobot,G1,,,Agora,second,Figure,$105.81,1,3/17/2023,5/4/2023,Agora,2887,,$105.81,"$60,882.39"
,Transformers Legacy Evolution Buzzworthy Bumblee Origin Autobot Jazz Action Figure (Target Exclusive),Jazz,,Autobot,G1,,Buzzworthy Bumblebee,Hasbro,first,Deluxe,$24.99,1,3/19/2023,3/19/2023,Target,In Store 3078-1279-0172-3929,,$24.99,"$60,907.38"
,Transformers ReAction Figures Wave 6 - Unicron (Original Toy Prototype) ,Unicron,,Unicron,G1,,ReAction,Super7,second,Figure,$25.00,1,3/25/2023,3/29/2023,Super 7,S7M246047,,$25.00,"$60,932.38"
