SKU,Name,Character,Additional Characters,Faction,Series,Team,Line,Company,Type,Category,Price,Qty,Order Date,Ship Date,Vendor,Order #,notes,Item Total,0
,"Generations Voyager Combiner Wars 2015 Series 03 - Set of 2 (Hot Spot, Cyclonus)",Hot Spot,,Autobot,G1,Protectobots,Combiner Wars,Hasbro,first,Voyager,$25.00,1,5/6/2015,6/2/2015,BBTS,10778835,,$25.00,"$6,755.03"
,"Generations Voyager Combiner Wars 2015 Series 03 - Set of 2 (Hot Spot, Cyclonus)",Cyclonus,,Decepticon,G1,,Combiner Wars,Hasbro,first,Voyager,$25.00,1,5/6/2015,6/2/2015,BBTS,10778835,,$25.00,"$6,780.03"
,Generations Deluxe Combiner Wars 2015 - Brake-Neck,Wild Rider,,Decepticon,G1,,Combiner Wars,Hasbro,first,Deluxe,$17.99,1,5/6/2015,6/2/2015,BBTS,10778835,,$17.99,"$6,798.02"
,Generations Deluxe Combiner Wars 2015 - Quickslinger,Slingshot,,Autobot,G1,Aerialbots,Combiner Wars,Hasbro,first,Deluxe,$17.99,1,5/6/2015,6/2/2015,BBTS,10778835,,$17.99,"$6,816.01"
,Reformatted R-12 Cynicus,Cyclonus,,Decepticon,IDW,,Reformatted,Mastermind Creations,third,3PMP,$84.99,1,5/6/2015,6/2/2015,BBTS,10778835,,$84.99,"$6,901.00"
FT-09,FT-09 Tesla,Perceptor,,Autobot,G1,,,Fans Toys,third,3PMP,$109.99,1,6/8/2015,7/7/2015,BBTS,10982374,,$109.99,"$7,010.99"
,Generations Leader Combiner Wars 2015 Series 03 - Ultra Magnus,Ultra Magnus,,Autobot,IDW,,Combiner Wars,Hasbro,first,Leader,$46.99,1,6/8/2015,7/7/2015,BBTS,10982374,,$46.99,"$7,057.98"
IF-EX04,IF-EX04 Upgrade Figure (IF-EX04 CITY COMMANDER),Ultra Magnus,,Autobot,G1,,,Iron Factory,third,Legends,$54.99,1,6/8/2015,7/7/2015,BBTS,10982374,,$54.99,"$7,112.97"
WB03-C,WB03-C Hammer Sharpener,Nosecone,,Autobot,G1,Technobot,,Warbotron,third,3PMP,$95.99,1,6/8/2015,7/7/2015,BBTS,10982374,,$95.99,"$7,208.96"
,Combiner Wars Titan Class Devastator,Devastator,"Scrapper, Hook, Bonecrusher, Long Haul, Mixmaster, Scavenger ",Decepticon,G1,Constructicons,Combiner Wars,Hasbro,first,Titan,$139.99,1,7/9/2015,8/24/2015,BBTS,11161700,,$139.99,"$7,348.95"
PC-04,PC-04 Perfect Combiner Upgrade Set,,,,,,,Perfect Effect,third,Upgrade,$32.99,1,7/9/2015,8/24/2015,BBTS,11161700,,$32.99,"$7,381.94"
WB03-B,WB03-B Speed Wheel,Lightspeed,,Autobot,G1,Technobot,,Warbotron,third,3PMP,$95.99,1,7/9/2015,8/24/2015,BBTS,11161700,,$95.99,"$7,477.93"
PC-02,Transformers Perfect Effect PE PC-02 Purple Combiner Upgrade for Menasor in USA!,,,,,,,Perfect Effect,third,Upgrade,$44.95,1,8/26/2015,8/27/2015,Ebay,477786252027,,$44.95,"$7,522.88"
,Generations Leader Combiner Wars 2015 Series 04 - Starscream,Starscream,,Decepticon,G1,Seeker,Combiner Wars,Hasbro,first,Leader,$46.99,1,9/1/2015,9/11/2015,BBTS,11474005,,$46.99,"$7,569.87"
,Generations Legends Combiner Wars 2015 Series 04 - Set of 2 (Rodimus & Skywarp),Hot Rod,,Autobot,G1,,Combiner Wars,Hasbro,first,Legends,$16.00,1,9/1/2015,9/11/2015,BBTS,11474005,,$16.00,"$7,585.86"
,Generations Legends Combiner Wars 2015 Series 04 - Set of 2 (Rodimus & Skywarp),Skywarp,,Decepticon,G1,Seeker,Combiner Wars,Hasbro,first,Legends,$16.00,1,9/1/2015,9/11/2015,BBTS,11474005,,$16.00,"$7,601.86"
,"Generations Deluxe Combiner Wars 2015 Series 04 - Set of 4 (Ironhide, Prowl, Mirage, and Sunstreaker)",Ironhide,,Autobot,G1,,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,9/1/2015,9/11/2015,BBTS,11474005,,$16.50,"$7,618.36"
,"Generations Deluxe Combiner Wars 2015 Series 04 - Set of 4 (Ironhide, Prowl, Mirage, and Sunstreaker)",Prowl,,Autobot,G1,,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,9/1/2015,9/11/2015,BBTS,11474005,,$16.50,"$7,634.85"
,"Generations Deluxe Combiner Wars 2015 Series 04 - Set of 4 (Ironhide, Prowl, Mirage, and Sunstreaker)",Mirage,,Autobot,G1,,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,9/1/2015,9/11/2015,BBTS,11474005,,$16.50,"$7,651.35"
,"Generations Deluxe Combiner Wars 2015 Series 04 - Set of 4 (Ironhide, Prowl, Mirage, and Sunstreaker)",Sunstreaker,,Autobot,G1,,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,9/1/2015,9/11/2015,BBTS,11474005,,$16.50,"$7,667.85"
D-06,D-06 Carry,Rodimus Prime,,Autobot,Studio Ox,,,DX9,third,3PMP,$164.99,1,11/25/2015,12/4/2015,BBTS,11572103,,$164.99,"$7,832.84"
,"Generations Deluxe Combiner Wars 2016 Wave 01 - Set 4 (Vortex, Brawl, Swindle, and Blast Off)",Vortex,,Decepticon,G1,Combaticon,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,11/25/2015,12/4/2015,BBTS,11572103,,$16.50,"$7,849.34"
,"Generations Deluxe Combiner Wars 2016 Wave 01 - Set 4 (Vortex, Brawl, Swindle, and Blast Off)",Brawl,,Decepticon,G1,Combaticon,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,11/25/2015,12/4/2015,BBTS,11572103,,$16.50,"$7,865.83"
,"Generations Deluxe Combiner Wars 2016 Wave 01 - Set 4 (Vortex, Brawl, Swindle, and Blast Off)",Swindle,,Decepticon,G1,Combaticon,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,11/25/2015,12/4/2015,BBTS,11572103,,$16.50,"$7,882.33"
,"Generations Deluxe Combiner Wars 2016 Wave 01 - Set 4 (Vortex, Brawl, Swindle, and Blast Off)",Blast Off,,Decepticon,G1,Combaticon,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,11/25/2015,12/4/2015,BBTS,11572103,,$16.50,"$7,898.83"
IF-EX11,IF-EX11 - Evil Lord,Overlord,,Decepticon,,,,Iron Factory,third,Legends,$39.99,1,11/25/2015,12/4/2015,BBTS,11572103,,$39.99,"$7,938.82"
R-13,Reformatted R-13 Spartan,Impactor,,Autobot,IDW,,Reformatted,Mastermind Creations,third,3PMP,$84.99,1,11/25/2015,12/4/2015,BBTS,11572103,,$84.99,"$8,023.81"
MP-25,MP-25 Masterpiece Tracks,Tracks,,Autobot,G1,,Masterpiece,Takara,first,MP,$79.99,1,11/25/2015,12/4/2015,BBTS,11572103,,$79.99,"$8,103.80"
WB03-E,Warbotron WB03-E Laser Cannon,Scattershot,,Autobot,G1,Technobot,,Warbotron,third,3PMP,$144.99,1,11/25/2015,12/4/2015,BBTS,11572103,,$144.99,"$8,248.79"
,"Generations Legends Combiner Wars 2016 Wave 01 - Set of 4 (Shockwave, Chop Shop, Buzzsaw, and Pipes)",Shockwave,,Decepticon,G1,,Combiner Wars,Hasbro,first,Legends,$10.50,1,12/9/2015,12/30/2015,BBTS,12051386,,$10.50,"$8,259.29"
,"Generations Legends Combiner Wars 2016 Wave 01 - Set of 4 (Shockwave, Chop Shop, Buzzsaw, and Pipes)",Chop Shop,,Decepticon,G1,,Combiner Wars,Hasbro,first,Legends,$10.50,1,12/9/2015,12/30/2015,BBTS,12051386,,$10.50,"$8,269.78"
,"Generations Legends Combiner Wars 2016 Wave 01 - Set of 4 (Shockwave, Chop Shop, Buzzsaw, and Pipes)",Buzzsaw,,Decepticon,G1,,Combiner Wars,Hasbro,first,Legends,$10.50,1,12/9/2015,12/30/2015,BBTS,12051386,,$10.50,"$8,280.28"
,"Generations Legends Combiner Wars 2016 Wave 01 - Set of 4 (Shockwave, Chop Shop, Buzzsaw, and Pipes)",Pipes,,Autobot,G1,,Combiner Wars,Hasbro,first,Legends,$10.50,1,12/9/2015,12/30/2015,BBTS,12051386,,$10.50,"$8,290.78"
,Generations Voyager Combiner Wars 2016 Wave 01 - Case of 2 (Onslaught & Scattershot),Onslaught,,Decepticon,G1,Combaticon,Combiner Wars,Hasbro,first,Voyager,$25.00,1,12/9/2015,12/30/2015,BBTS,12051386,,$25.00,"$8,315.77"
,Generations Voyager Combiner Wars 2016 Wave 01 - Case of 2 (Onslaught & Scattershot),Scattershot,,Autobot,G1,Technobot,Combiner Wars,Hasbro,first,Voyager,$25.00,1,12/9/2015,12/30/2015,BBTS,12051386,,$25.00,"$8,340.77"
IF-EX05,IF-EX05 Upgrade Figure - Miko For Irontitan,Windblade,,Autobot,IDW,,,Iron Factory,third,Legends,$22.99,1,12/9/2015,12/30/2015,BBTS,12051386,,$22.99,"$8,363.76"
PC-06,PC-06 Perfect Combiner Upgrade Set,,,,,,,Perfect Effect,third,3PMP,$59.99,1,12/9/2015,12/30/2015,BBTS,12051386,,$59.99,"$8,423.75"
WB03-D,Warbotron WB03-D Double Strike,Strafe,,Autobot,G1,Technobot,,Warbotron,third,3PMP,$95.99,1,12/9/2015,12/30/2015,BBTS,12051386,,$95.99,"$8,519.74"
,Transformers Car Graphics Set - Autobot Full Color,,,,,,,Alter Ego,second,Other,$22.99,1,1/13/2016,3/18/2016,BBTS,12287426,,$22.99,"$8,542.73"
FT-11,FT-11 Spotter,Reflector,,Decepticon,G1,,,Fans Toys,third,3PMP,$154.99,1,1/13/2016,3/18/2016,BBTS,12287426,,$154.99,"$8,697.72"
,"Generations Deluxe Combiner Wars 2016 Wave 02 - Set of 4 (WHEELJACK, AUTOBOT HOUND, SMOKESCREEN, TRAILBREAKER)",Wheeljack,,Autobot,G1,,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,1/13/2016,3/18/2016,BBTS,12287426,,$16.50,"$8,714.22"
,"Generations Deluxe Combiner Wars 2016 Wave 02 - Set of 4 (WHEELJACK, AUTOBOT HOUND, SMOKESCREEN, TRAILBREAKER)",Hound,,Autobot,G1,,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,1/13/2016,3/18/2016,BBTS,12287426,,$16.50,"$8,730.71"
,"Generations Deluxe Combiner Wars 2016 Wave 02 - Set of 4 (WHEELJACK, AUTOBOT HOUND, SMOKESCREEN, TRAILBREAKER)",Smokescreen,,Autobot,G1,,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,1/13/2016,3/18/2016,BBTS,12287426,,$16.50,"$8,747.21"
,"Generations Deluxe Combiner Wars 2016 Wave 02 - Set of 4 (WHEELJACK, AUTOBOT HOUND, SMOKESCREEN, TRAILBREAKER)",Trailbreaker,,Autobot,G1,,Combiner Wars,Hasbro,first,Deluxe,$16.50,1,1/13/2016,3/18/2016,BBTS,12287426,,$16.50,"$8,763.71"
IF-EX03S,IF-EX03S Upgrade Figure Scouts & Sniper Set of 5,Soundwave,"Perceptor, Ravage, Laserbeak Buzzsaw",Decepticon,IDW,,,Iron Factory,third,Legends,$69.99,1,1/13/2016,3/18/2016,BBTS,12287426,,$69.99,"$8,833.70"
IF-EX12,IF-EX12 - Armored Tactical Staff Upgrade Figure Set of 3,Prowl,"Bluestreak, Smokescreen",Autobot,IDW,,,Iron Factory,third,Legends,$69.99,1,1/13/2016,3/18/2016,BBTS,12287426,,$69.99,"$8,903.69"
R-16,Reformatted R-16 Anarchus,Kaon,,Decepticon,IDW,DJD,,Mastermind Creations,third,3PMP,$84.99,1,1/13/2016,3/18/2016,BBTS,12287426,,$84.99,"$8,988.68"
MP-27,MP-27 Masterpiece Ironhide,Ironhide,,Autobot,G1,,Masterpiece,Takara,first,MP,$89.99,1,1/13/2016,3/18/2016,BBTS,12287426,,$89.99,"$9,078.67"
MP-28,MP-28 Masterpiece Hot Rodimus,Hot Rod,,Autobot,G1,,Masterpiece,Takara,first,MP,$74.99,1,1/13/2016,3/18/2016,BBTS,12287426,,$74.99,"$9,153.66"
"MM-VI, MM-VII",MM-VI Boost & MM-VII Hatch Set (Toon Version),Windcharger,Tailgate,Autobot,G1,,,X-Transbots,third,3PMP,$129.99,1,1/13/2016,3/18/2016,BBTS,12287426,,$129.99,"$9,283.65"
LER-04DX,Lost Exo-Realm - LER-04DX Severo,Grimlock,,Autobot,LER,Dinobots,Lost Exo Realm,FansProject,third,3PMP,$139.99,1,3/30/2016,5/18/2016,BBTS,12730393,,$139.99,"$9,423.64"
IF-EX13,IF-EX13 - Blizzard,Blitzwing,,Decepticon,IDW,,,Iron Factory,third,Legends,$41.99,1,3/30/2016,5/18/2016,BBTS,12730393,,$41.99,"$9,465.63"
MP-29,MP-29 Masterpiece Destron Laserwave (Shockwave),Shockwave,,Decepticon,G1,,Masterpiece,Takara,first,MP,$159.99,1,3/30/2016,5/18/2016,BBTS,12730393,,$159.99,"$9,625.62"
MP-11NR,MP-11NR Masterpiece Ramjet,Ramjet,,Decepticon,G1,Seeker,Masterpiece,Takara,first,MP,$179.99,1,3/30/2016,5/18/2016,BBTS,12730393,,$179.99,"$9,805.61"
MP-30,MP-30 Masterpiece Ratchet,Ratchet,,Autobot,G1,,Masterpiece,Takara,first,MP,$89.99,1,3/30/2016,5/18/2016,BBTS,12730393,,$89.99,"$9,895.60"
,Transformers Generations Combiner Wars Voyager Class Sky Lynx,Sky Lynx,,Autobot,G1,,Combiner Wars,Hasbro,first,Voyager,$35.74,1,5/2/2016,5/3/2016,Amazon,105-1960432-8898625,,$35.74,"$9,931.34"
,Transformers Generations Combiner Wars Deluxe Groove,Groove,,Autobot,G1,Protectobots,Combiner Wars,Hasbro,first,Deluxe,$17.99,1,5/25/2016,9/16/2016,EE,6761107,,$17.99,"$9,949.33"
DK-01,DK-01 Upgrade Kit,,,,,,,DNA Design,third,Upgrade,$46.99,1,6/24/2016,11/10/16,BBTS,13159934,,$46.99,"$9,996.32"
R-17,Reformatted R-17 Carnifex,Overlord,,Decepticon,IDW,,Reformatted,Mastermind Creations,third,3PMP,$184.99,1,6/24/2016,11/10/16,BBTS,13159934,,$184.99,"$10,181.31"
R-15,Reformatted R-15 Jaegertron,Lockdown,,Decepticon,IDW,,Reformatted,Mastermind Creations,third,3PMP,$109.99,1,6/24/2016,11/10/16,BBTS,13159934,,$109.99,"$10,291.30"
MP-11NT,MP-11NT Masterpiece Thrust,Thrust,,Decepticon,G1,Seeker,Masterpiece,Takara,first,MP,$179.99,1,6/24/2016,11/10/16,BBTS,13159934,,$179.99,"$10,471.29"
MP-32,MP-32 Masterpiece Optimus Primal,Optimus Primal,,Maximal,BW,,Masterpiece,Takara,first,MP,$46.99,1,6/24/2016,11/10/16,BBTS,13159934,,$46.99,"$10,518.28"
WB03-F,Warbotron WB03-F Rex,Grimlock,,Autobot,G1,Dinobots,,Warbotron,third,3PMP,$30.99,1,6/24/2016,11/10/16,BBTS,13159934,,$30.99,"$10,549.27"
,"Titans Return 2016 - Voyager Class Series 2 - Set of 2 (Alpha Trion, Octane)",Alpha Trion,,Autobot,G1,,Titans Return,Hasbro,first,Voyager,$20.00,1,7/6/2017,7/6/2017,TFSource,204125,,$20.00,"$10,569.27"
,"Titans Return 2016 - Voyager Class Series 2 - Set of 2 (Alpha Trion, Octane)",Octane,,Decepticon,G1,,Titans Return,Hasbro,first,Voyager,$20.00,1,7/6/2017,7/6/2017,TFSource,204125,,$20.00,"$10,589.26"
,Continuum Upgrade Kit for R-17 Carnifex | Mastermind Creations Reformatted,,,,,,,Mastermind Creations,third,Upgrade,$25.99,1,7/6/2017,7/6/2017,TFSource,204125,,$25.99,"$10,615.25"
R-19,R-19 Kultur | Mastermind Creations Reformatted D-Squad,Tarn,,Decepticon,IDW,DJD,,Mastermind Creations,third,3PMP,$119.99,1,7/6/2017,7/6/2017,TFSource,204125,,$119.99,"$10,735.24"
R-27,R-27 Calidus | Mastermind Creations Reformatted,Hot Rod,,Autobot,IDW,,,Mastermind Creations,third,3PMP,$84.99,1,7/6/2017,7/6/2017,TFSource,204125,,$84.99,"$10,820.23"
SS01,SS01 Solution Set Master Cleaver and Cannon | Professor Heisenberg,,,,,,,Professor Hisenberg,third,Upgrade,$42.99,1,7/6/2017,7/6/2017,TFSource,204125,,$42.99,"$10,863.22"
,Transformers Generations Titans Return Titan Master Vorath and Mindwipe,Mindwipe,Vorath,Decepticon,G1,Headmaster,Titans Return,Hasbro,first,Deluxe,$23.79,1,7/6/2017,7/17/2017,Amazon,113-2581563-4081862,,$23.79,"$10,887.01"
,Transformers Generations Titans Return Kickback,Kickback,,Decepticon,G1,Insecticon,Titans Return,Hasbro,first,Legends,$9.84,1,7/6/2017,7/17/2017,Amazon,113-2581563-4081862,,$9.84,"$10,896.85"
,Transformers Generations Titans Return Legends Class Gnaw,Gnaw,,Quintesson,G1,Sharkticon,Titans Return,Hasbro,first,Legends,$9.06,1,7/6/2017,7/17/2017,Amazon,113-2581563-4081862,,$9.06,"$10,905.91"
MP-11ND,Transformers Masterpiece MP-11ND Dirge,Dirge,,Decepticon,G1,Seeker,Masterpiece,Takara,first,MP,$169.99,1,7/21/2017,7/25/2017,BBTS,26-252737,,$169.99,"$11,075.90"
MP-35,Transformers Masterpiece MP-35 Grapple,Grapple,,Autobot,G1,,Masterpiece,Takara,first,MP,$139.99,1,7/21/2017,7/25/2017,BBTS,26-252737,,$139.99,"$11,215.89"
,"Trypticon, Decepticon Necro & Decepticon Full-Tilt",Trypticon,"Full-Tilt, Necro",Decepticon,G1,,Titans Return,Hasbro,first,Titan,$149.99,1,7/1/2017,7/1/2017,Unknown,In Store,,$149.99,"$11,365.88"
,Transformers Generations Titans Return Titan Master Monxo and Wolfwire,Weirdwolf,Monzo,Decepticon,G1,Headmaster,Titans Return,Hasbro,first,Deluxe,$15.00,1,11/16/2017,11/19/2017,Amazon,112-1881102-7987455,,$15.00,"$11,380.88"
,Transformers Generations Titans Return Deluxe Windblade and Scorchfire,Windblade,Scorchfire,Autobot,G1,,Titans Return,Hasbro,first,Deluxe,$19.37,1,12/4/2017,12/4/2017,Amazon,112-2274380-9113855,,$19.37,"$11,400.25"
,Transformers Generations Titans Return Deluxe Misfire and Aimless,Misfire,Aimless,Decepticon,G1,,Titans Return,Hasbro,first,Deluxe,$24.86,1,12/4/2017,12/4/2017,Amazon,112-2274380-9113855,,$24.86,"$11,425.11"
,Transformers Generations Titans Return Deluxe Twin Twist and Flameout,Twin Twist,Flameout,Autobot,G1,,Titans Return,Hasbro,first,Deluxe,$21.79,1,12/4/2017,12/4/2017,Amazon,112-2274380-9113855,,$21.79,"$11,446.90"
,Transformers Titans Return Legends Class Cloudraker & Wingspan,Cloudraker,Wingspan,Autobot,G1,,Titans Return,Hasbro,first,Legends,$30.00,1,12/4/2017,12/4/2017,Amazon,112-2274380-9113855,,$30.00,"$11,476.90"
,Transformers Generations Titans Return Deluxe Slugslinger and Caliburst,Slugslinger,Caliburst,Decepticon,G1,Targetmaster,Titans Return,Hasbro,first,Deluxe,$27.95,1,12/4/2017,12/4/2017,Amazon,112-2274380-9113855,,$27.95,"$11,504.85"
,Transformers Generations Titans Return Titan Master Brawn,Brawn,,Autobot,G1,,Titans Return,Hasbro,first,Legends,$8.47,1,1/10/2018,1/16/2018,Amazon,114-6812919-8420218,,$8.47,"$11,513.32"
R-28,Reformatted R-28 Tyrantron,Megatron,,Decepticon,IDW,,Reformatted,Mastermind Creations,third,3PMP,$119.99,1,5/15/2018,5/16/2017,BBTS,35-678662,,$119.99,"$11,633.31"
,Transformers: Generations Power of the Primes Alchemist Prime Prime Master,Alchemist Prime,Submarauder,Autobot,G1,Pretender,Power of the Primes,Hasbro,first,Legends,$12.22,1,5/15/2018,5/15/2018,Amazon,111-4168677-5998643,,$12.22,"$11,645.53"
,Transformers: Generations Power of the Primes Alpha Trion Prime Master,Alpha Trion,Landmine,Autobot,G1,Pretender,Power of the Primes,Hasbro,first,Legends,$11.74,1,5/15/2018,5/15/2018,Amazon,111-4104854-5230654,,$11.74,"$11,657.27"
,"Transformers Power of the Primes Legends Wave 2 Set of 3 Tailgate, Battleslash, and Roadtrap",Tailgate,,Autobot,G1,,Power of the Primes,Hasbro,first,Legends,$10.66,1,5/15/2018,5/16/2018,BBTS,35-678662,,$10.66,"$11,667.93"
,"Transformers Power of the Primes Legends Wave 2 Set of 3 Tailgate, Battleslash, and Roadtrap",Battleslash,,Decepticon,G1,Duocon,Power of the Primes,Hasbro,first,Legends,$10.66,1,5/15/2018,5/16/2018,BBTS,35-678662,,$10.66,"$11,678.60"
,"Transformers Power of the Primes Legends Wave 2 Set of 3 Tailgate, Battleslash, and Roadtrap",Roadtrap,,Decepticon,G1,Duocon,Power of the Primes,Hasbro,first,Legends,$10.66,1,5/15/2018,5/16/2018,BBTS,35-678662,,$10.66,"$11,689.26"
MP-34,MP-34 Takara Masterpiece Cheetor,Cheetor,,Maximal,BW,,Masterpiece,Takara,first,MP,$83.75,1,5/26/2018,5/29/2018,Ebay,192550745814-0,,$83.75,"$11,773.01"
IF-EXWG,IF-EX War Giant Combiner Set of 3 | Iron Factory War Giant,Bruticus,,Decepticon,IDW,Combaticon,,Iron Factory,third,Legends,$209.97,1,6/8/2018,6/8/2018,TFSource,243289,,$209.97,"$11,982.98"
MRCM-03,MTCM-03 Quantron Combiner Set of 5 | MakeToys Mtcombiner Series,Computron,,Autobot,G1,Technobot,,MakeToys,third,3PMP,$139.99,1,6/8/2018,6/8/2018,TFSource,243289,,$139.99,"$12,122.97"
,Transformers Nemesis Prime Action Figure,Nemesis Prime,Giza,Decepticon,G1,,Power of the Primes,Hasbro,first,Leader,$49.99,1,7/11/2018,7/23/2018,Amazon,111-6046238-7519454,,$49.99,"$12,172.96"
,"Transformers Titans Return Repugnus, Dastard, and Solus Prime Prime Master",Repugnus,"Dastard, Solus Prime",Decepticon,G1,Monsterbot,Titans Return,Hasbro,first,Deluxe,$24.99,1,7/26/2018,8/7/2018,Amazon,113-4929686-4371465,,$24.99,"$12,197.95"
,Transformers Power of the Primes Punch-Counterpunch and Prima Prime,Punch,Counterpunch,Autobot,G1,,Power of the Primes,Hasbro,first,Deluxe,$24.99,1,7/26/2018,9/30/2018,Amazon,113-4929686-4371465,,$24.99,"$12,222.94"
,Transformers Titans Return Grotusque and Scorponok Deluxe Action Figure Exclusive Set,Grotusque,"Scorponok, Fengul",Autobot,G1,Monsterbot,Titans Return,Hasbro,first,Deluxe,$48.80,1,7/31/2018,7/31/2018,Amazon,114-2325623-5561007,,$48.80,"$12,271.74"
,Transformers Combiner Wars Blast Off and Megatronus Prime Master,Blast Off,Megatronus,Decepticon,G1,Combaticon,Combiner Wars,Hasbro,first,Deluxe,$24.99,1,7/31/2018,7/31/2018,Amazon,114-2325623-5561007,,$24.99,"$12,296.73"
,Transformers: Generations Power of the Primes Titan Class Predaking,Predaking,"Razorclaw, Tantrum, Divebomb, Headstrong, Rampage, Onyx Prime",Decepticon,G1,Predacon,Power of the Primes,Hasbro,first,Titan,$159.99,1,8/4/2018,8/5/2018,Amazon,114-2357733-1404217,,$159.99,"$12,456.72"
,Transformers Generations Power of the Primes Voyager Class Elita-1,Elita-1,,Autobot,G1,,Power of the Primes,Hasbro,first,Voyager,$24.99,1,8/4/2018,8/5/2018,Amazon,114-2357733-1404217,,$24.99,"$12,481.71"
,Transformers Generations Power of the Primes Voyager Terrorcon Hun-Gurrr,Hun-Gurrr,,Decepticon,G1,Terrorcon,Power of the Primes,Hasbro,first,Voyager,$24.99,1,8/4/2018,8/5/2018,Amazon,114-2357733-1404217,,$24.99,"$12,506.70"
,Transformers Generations Power of The Primes Deluxe Class Autobot Novastar,Novastar,,Autobot,G1,,Power of the Primes,Hasbro,first,Deluxe,$16.64,1,9/26/2018,9/29/2018,Amazon,114-5903698-5242646,,$16.64,"$12,523.34"
D11,D11 Ricthofen | DX9 Toys,Powerglide,,Autobot,G1,,,DX9,third,3PMP,$79.99,1,10/13/2018,10/13/2018,TFSource,256435,,$79.99,"$12,603.33"
IF-EX28,IF-EX28 Burning Slug | Iron Factory,Warpath,,Autobot,IDW,,,Iron Factory,third,Legends,$34.99,1,10/13/2018,10/13/2018,TFSource,256435,,$34.99,"$12,638.32"
MTRM-11,MTRM-11 Meteor | MakeToys Re: Master Series,Starscream,,Decepticon,G1,Seeker,Re:Master,MakeToys,third,3PMP,$119.99,1,10/13/2018,10/13/2018,TFSource,256435,,$119.99,"$12,758.31"
R-35,R-35 Magna | Mastermind Creations Reformatted,Sky Lynx,Lynx,Autobot,G1,,Reformatted,Mastermind Creations,third,3PMP,$119.99,1,10/13/2018,10/13/2018,TFSource,256435,,$119.99,"$12,878.30"
OTS-02,OTS-02 BRAWNY | BADCUBE,Brawn,,Autobot,G1,,,Bad Cube,third,3PMP,$90.00,1,11/12/2018,11/12/2018,Saga Toys,N/A,,$90.00,"$12,968.30"
TR-01,Transformers Rollout TnR TR-01 Hova Agent Mister Jazz Transformaion Robot,Jazz,,Autobot,G1,,,Transform and Rollout,third,3PMP,$60.00,1,11/17/2018,11/18/2018,Ebay,223208256845-2166218338012,,$60.00,"$13,028.30"
GT-03,Generation Toy GT-03 IDW Optimus Prime OP EX,Optimus Prime,,Autobot,IDW,,,Generation Toy,third,3PMP,$105.00,1,11/22/2018,11/22/2018,Ebay,323420692561-1989073723011,,$105.00,"$13,133.30"
,Transformers Generations Selects Deluxe Ricochet (Stepper) - Exclusive,Ricochet,,Autobot,G1,Headmaster,Power of the Primes,Hasbro,first,Deluxe,$19.99,1,11/30/2018,4/18/2019,EE,7379851,,$19.99,"$13,153.29"
,Transformers Generations Selects Deluxe Red Swoop - Exclusive,Swoop,,Autobot,G1,Dinobots,Power of the Primes,Hasbro,first,Deluxe,$19.99,1,11/30/2018,4/18/2019,EE,7379851,,$19.99,"$13,173.28"
MP-43,Transformers Masterpiece Edition MP-43 Beast Wars Megatron,Megatron,,Predacon,BW,,Masterpiece,Takara,first,MP,$319.99,1,12/7/2018,5/1/2019,EE,7386919,,$319.99,"$13,493.27"
MP-44,Transformers Masterpiece Edition MP-44 Optimus Prime (Convoy),Optimus Prime,,Autobot,G1,,Masterpiece,Takara,first,MP,$439.99,1,12/7/2018,9/17/2019,EE,7386919,,$439.99,"$13,933.26"
,Jinbao Feral Rex OS Predaking,Predaking,"Razorclaw, Tantrum, Divebomb, Headstrong, Rampage",Decepticon,G1,Predacon,,Jinbao,fourth,3PMP,$123.00,1,12/14/2018,12/15/2018,Ebay,332359827285-1604903674014,,$123.00,"$14,056.26"
GT-02,Transformers Generation Toy GT-02 Tyrant IDW Megatron Figure,Megatron,,Decepticon,IDW,,,Generation Toy,third,3PMP,$73.99,1,12/14/2018,12/18/2018,Ebay,173663721120-1950278167007,,$73.99,"$14,130.25"
IF-EX31,IF-EX31 Dubhe | Iron Factory Spirits of the D.E.C.,Tarn,,Decepticon,IDW,DJD,,Iron Factory,third,Legends,$35.99,1,2/17/2019,2/17/2019,TFSource,276361,,$35.99,"$14,166.24"
IF-EX36,IF-EX36 The Tyrant | Iron Factory,Megatron,,Decepticon,IDW,,,Iron Factory,third,Legends,$64.99,1,2/17/2019,2/17/2019,TFSource,276361,,$64.99,"$14,231.23"
DK-07,DK-07 Upgrade Kit for Transformers Power of the Primes Predaking | DNA Design,,,,,,,DNA Design,third,Upgrade,$59.99,1,2/17/2019,2/19/2019,TFSource,276361,,$59.99,"$14,291.22"
,Transformers Siege Titan Class Omega Supreme,Omega Supreme,Countdown,Autobot,G1,,,Hasbro,first,Titan,$159.99,1,2/17/2019,10/6/2019,Amazon,113-1029180-6240249,,$159.99,"$14,451.21"
